ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,POB20,EDU28,EDU31,P15mas.con.primaria.incompleta,P15mas.con.secundaria.completa,P15mas.con.secundaria.incompleta,P15mas.con.primaria.completa,P18mas.con.post,VIV2,VIV5_R,VIV6.complemento,VIV6,VIV14,VIV15,VIV16,VIV17,VIV19,VIV26
4,Campeche,2,Campeche,68,Uayamón,155,19,13,33,38,8,37,25,73,1.78,70,3,73,0,34,39,67,44
7,Chiapas,59,Ocosingo,274,Ubilio García,795,273,263,185,120,42,93,58,245,1.86,225,20,242,3,241,3,239,89
7,Chiapas,31,Chilón,680,Ujcayil,59,30,28,17,2,1,9,0,21,2.33,11,10,18,3,12,9,1,0
7,Chiapas,59,Ocosingo,377,Ujcumilja,32,13,7,14,3,3,4,1,12,2.41,11,1,12,0,0,12,11,1
4,Campeche,6,Hopelchén,48,Ukum,1276,156,124,311,329,84,230,161,431,1.66,381,50,414,17,391,40,375,145
7,Chiapas,23,Chamula,152,Ukumtic,437,227,228,56,11,7,127,6,176,1.83,141,35,170,6,62,114,123,2
7,Chiapas,17,Cintalapa,394,Último de Mayo,6,1,1,1,1,0,2,1,3,1,2,1,3,0,0,3,3,2
4,Campeche,4,Champotón,82,Ulumal,594,45,51,147,141,37,165,46,220,1.32,217,3,220,0,210,9,209,183
7,Chiapas,17,Cintalapa,493,Uña de Gato,29,10,8,7,11,1,2,0,8,1.48,7,1,8,0,0,8,2,3
2,Baja California,3,Tecate,873,Unanua [Establo],20,2,3,0,4,3,5,5,8,1.33,8,0,8,0,2,6,8,8
2,Baja California,4,Tijuana,1310,Unanua [Establo],8,0,0,0,1,0,7,0,5,1.18,4,0,4,0,3,1,4,4
7,Chiapas,49,Larráinzar,55,Unenaltic,136,31,26,22,15,7,61,5,58,2.43,49,9,57,1,28,30,57,0
7,Chiapas,49,Larráinzar,85,Unenaltic I,120,25,23,12,14,4,63,4,43,2.43,8,35,24,19,21,22,37,0
7,Chiapas,4,Altamirano,406,Unidad Habitacional 11 CINE,49,0,1,1,13,0,4,30,23,0.88,23,0,23,0,23,0,23,23
7,Chiapas,17,Cintalapa,164,Unidad Modelo,234,57,38,70,52,8,48,11,74,1.61,25,49,71,3,74,0,71,12
7,Chiapas,69,Pijijiapan,1834,Unidad Puente de las Margaritas (Loma Bonita),57,9,9,17,7,3,11,7,26,1.38,26,0,26,0,25,1,26,19
4,Campeche,10,Calakmul,256,Unidad y Trabajo,86,24,26,20,22,3,12,2,37,2.07,28,9,36,1,0,37,25,13
7,Chiapas,65,Palenque,1323,Unidad y Trabajo,43,17,10,21,3,4,4,1,17,2.77,10,7,0,16,0,17,4,0
4,Campeche,10,Calakmul,257,Unión 20 de Junio (Mancolona),224,37,33,31,80,21,51,7,67,2.52,53,14,61,6,0,67,60,17
7,Chiapas,46,Jiquipilas,109,Unión Agrarista,531,119,104,157,100,13,76,60,204,1.38,194,10,203,1,204,0,195,129
7,Chiapas,27,Chiapa de Corzo,611,Unión Antorchista,78,16,13,17,15,1,27,5,30,2.46,7,23,30,0,0,30,28,19
7,Chiapas,2,Acala,70,Unión Buenavista,1265,185,170,402,288,106,129,138,458,1.66,350,108,452,6,435,22,437,309
7,Chiapas,7,Amatenango del Valle,37,Unión Buenavista,76,19,18,37,0,2,19,0,19,2.98,9,10,19,0,0,19,9,0
7,Chiapas,30,Chicomuselo,94,Unión Buenavista,999,187,154,426,195,62,148,14,288,1.8,166,119,274,12,199,84,281,80
7,Chiapas,32,Escuintla,191,Unión Buenavista,9,0,0,7,0,0,1,1,3,1.38,1,2,1,2,0,3,0,0
7,Chiapas,57,Motozintla,513,Unión Buenavista,24,7,1,12,2,2,5,2,6,2.6,2,4,6,0,0,6,6,0
7,Chiapas,70,El Porvenir,38,Unión Buenavista,94,15,13,55,0,24,0,0,27,3.12,20,7,24,3,0,27,27,0
7,Chiapas,70,El Porvenir,65,Unión Buenavista 2,206,25,17,53,51,15,47,16,56,2.36,44,12,52,4,12,44,56,7
7,Chiapas,46,Jiquipilas,885,Unión Campesina,12,6,6,2,2,0,2,0,7,1.71,1,6,4,3,6,1,6,0
7,Chiapas,69,Pijijiapan,54,Unión Carrizal,130,20,18,52,16,10,21,8,43,1.37,41,1,43,0,0,43,43,38
7,Chiapas,51,Mapastepec,100,Unión Chiapaneca,31,9,3,18,3,0,7,0,12,1.84,9,3,12,0,0,12,11,3
1,Aguascalientes,5,Jesús María,391,Unión de Ladrilleros,50,1,0,11,14,3,18,3,14,2.19,13,1,13,1,13,1,14,13
5,Coahuila de Zaragoza,17,Matamoros,5,Unión del Barrial,276,8,7,68,76,10,73,32,104,1.16,102,2,104,0,102,2,101,104
7,Chiapas,27,Chiapa de Corzo,110,Unión el Palmar,193,24,23,42,47,8,47,18,58,2.39,40,18,57,1,56,2,57,5
7,Chiapas,12,Berriozábal,196,Unión Hidalgo,68,27,19,32,2,2,11,2,21,2.83,17,4,20,1,2,19,20,10
7,Chiapas,32,Escuintla,71,Unión Jamaica,474,73,59,140,80,38,98,45,166,1.55,135,30,165,1,28,138,162,110
7,Chiapas,59,Ocosingo,1671,Unión Juárez,19,11,10,5,1,0,3,0,4,2.75,1,3,0,4,3,1,4,0
7,Chiapas,3,Acapetahua,466,Unión las Magdalenas,30,12,10,10,7,0,1,0,8,1.74,5,3,8,0,0,8,6,8
7,Chiapas,51,Mapastepec,493,Unión los Olivos,16,1,1,10,4,0,1,0,6,1.65,6,0,6,0,0,6,5,3
7,Chiapas,17,Cintalapa,150,Unión Pastrana,9,3,3,3,0,0,2,1,4,1,3,1,0,4,0,4,4,0
7,Chiapas,69,Pijijiapan,109,Unión Pijijiapan,151,27,29,38,28,11,33,9,50,1.49,44,6,49,1,48,2,50,36
7,Chiapas,18,Coapilla,26,Unión Portes Gil (San Pedro),184,27,34,41,38,5,57,8,67,1.63,62,5,66,1,64,3,62,13
7,Chiapas,11,Bella Vista,20,Unión Progreso,363,27,23,146,50,9,115,15,117,1.34,100,16,114,1,4,112,113,50
7,Chiapas,14,El Bosque,15,Unión Progreso,32,7,6,7,0,0,19,0,14,2.03,10,4,13,1,14,0,12,1
7,Chiapas,15,Cacahoatán,52,Unión Roja,1227,187,178,271,301,51,213,178,452,1.42,425,27,451,1,438,14,442,312
7,Chiapas,51,Mapastepec,1042,Unión Santa Isabel,99,27,27,27,10,8,15,8,39,2.47,18,21,39,0,15,24,30,29
7,Chiapas,14,El Bosque,79,Unión Tierra Tzotzil,71,18,17,12,8,6,24,3,24,1.9,11,13,24,0,23,1,24,3
7,Chiapas,52,Las Margaritas,572,Unión Victoria,82,22,21,34,7,1,14,3,28,1.71,20,8,27,1,0,28,28,8
7,Chiapas,57,Motozintla,322,Unión Villaflores,100,23,21,32,11,7,15,13,29,2.1,21,8,29,0,28,1,29,18
3,Baja California Sur,2,Mulegé,1188,Unión y Progreso,46,3,4,10,9,3,7,7,17,1.33,15,2,13,4,15,2,16,11
7,Chiapas,27,Chiapa de Corzo,334,Unión y Progreso,79,32,30,12,5,6,23,2,29,2.38,20,9,29,0,29,0,26,16
7,Chiapas,69,Pijijiapan,1540,Unión y Progreso,7,1,1,1,0,1,0,3,3,1,3,0,3,0,0,3,3,3
7,Chiapas,47,Jitotol,92,Unión Zaragoza,385,64,54,122,61,27,59,54,138,1.34,133,5,136,1,133,5,136,39
7,Chiapas,61,Ocozocoautla de Espinosa,1033,Unión Zaragoza,133,24,30,56,7,3,34,2,48,2.17,15,32,46,0,46,0,41,8
2,Baja California,2,Mexicali,1395,Uno del Chen de Cerro Prieto,16,2,2,2,1,1,4,5,8,0.73,8,0,8,0,8,0,7,7
7,Chiapas,69,Pijijiapan,55,Urbina,139,18,20,43,27,9,22,16,58,1.2,46,12,48,10,0,58,57,40
2,Baja California,1,Ensenada,2160,Úrsulo Galván,43,3,3,8,11,4,7,8,24,1.28,17,1,18,0,3,15,17,17
7,Chiapas,65,Palenque,151,Úrsulo Galván,136,29,26,33,32,12,14,11,49,1.8,46,3,49,0,49,0,38,27
2,Baja California,1,Ensenada,942,Uruapan,387,23,20,74,99,17,85,73,139,1.06,125,6,126,5,111,20,126,117
7,Chiapas,27,Chiapa de Corzo,532,Uukee,9,2,2,0,1,0,0,6,3,0.79,3,0,3,0,3,0,3,3
7,Chiapas,59,Ocosingo,3032,Uvala,9,4,4,0,0,1,1,2,3,1.4,2,1,3,0,3,0,2,2
7,Chiapas,31,Chilón,234,Uxyoquet,167,78,62,31,17,17,17,13,54,2.48,44,10,40,12,51,3,23,8
4,Campeche,2,Campeche,92,Uzahzil-Edzná (Nohyaxché),179,20,21,25,49,6,33,41,62,1.52,57,4,55,7,56,6,47,37
7,Chiapas,23,Chamula,107,Va'Alch'En,169,57,52,24,4,4,85,0,59,1.65,50,9,54,3,52,7,57,3
7,Chiapas,30,Chicomuselo,243,Vado Ancho,51,9,8,22,6,2,12,0,19,1.54,19,0,19,0,19,0,16,12
7,Chiapas,71,Villa Comaltitlán,2,Vado Ancho,30,1,1,10,9,1,5,4,11,2.56,7,4,11,0,0,11,10,8
7,Chiapas,6,Amatenango de la Frontera,152,Vado Real,22,5,5,7,1,0,9,0,10,2,3,7,10,0,10,0,8,0
7,Chiapas,5,Amatán,113,Valentín de la Sierra,73,30,16,32,5,3,17,0,26,1.83,23,3,15,11,2,24,22,1
7,Chiapas,5,Amatán,257,Valentín de la Sierra (Sección Buenavista),27,17,13,7,2,2,1,0,10,1.5,9,1,10,0,0,10,7,0
4,Campeche,10,Calakmul,261,Valentín Gómez Farías,213,24,23,49,68,14,47,11,71,1.9,55,16,69,2,0,70,69,46
5,Coahuila de Zaragoza,5,Candela,30,Valladares,23,2,4,6,5,1,4,3,12,0.73,12,0,12,0,12,0,11,11
1,Aguascalientes,5,Jesús María,109,Valladolid,986,66,64,196,300,44,205,150,344,0.99,343,1,343,1,341,3,337,322
7,Chiapas,59,Ocosingo,2782,Valladolid,17,5,3,8,1,0,4,0,5,2.3,3,2,5,0,4,1,4,2
7,Chiapas,3,Acapetahua,501,Vallarta,7,1,1,2,0,0,3,1,3,1.5,2,0,2,0,0,2,2,2
2,Baja California,4,Tijuana,1060,Valle Bonito,401,10,27,58,73,49,108,83,167,1.13,146,21,157,10,12,155,163,128
1,Aguascalientes,11,San Francisco de los Romo,129,Valle de Aguascalientes,568,8,4,24,203,36,68,212,274,1.07,274,0,273,0,274,0,271,256
7,Chiapas,61,Ocozocoautla de Espinosa,75,Valle de Corzo (La Industria),17,0,0,5,0,1,8,1,7,1.24,5,2,7,0,0,7,4,3
7,Chiapas,17,Cintalapa,116,Valle de Corzo (San Fernando),55,10,11,12,14,2,11,4,21,1.35,10,11,21,0,17,4,14,8
2,Baja California,1,Ensenada,838,Valle de la Trinidad,46,6,7,12,12,0,9,5,21,1.02,16,3,14,5,4,15,18,12
2,Baja California,3,Tecate,139,Valle de las Palmas,1318,61,87,225,268,121,263,287,508,1.03,475,11,479,7,480,6,475,449
4,Campeche,4,Champotón,642,Valle de Quetzalcóatl,109,19,17,22,45,9,14,2,36,1.75,35,1,34,2,35,1,34,20
1,Aguascalientes,1,Aguascalientes,2065,Valle de San Ignacio (El Filso),95,6,5,13,18,6,18,27,41,0.94,38,3,40,1,27,14,39,39
2,Baja California,2,Mexicali,4706,Valle de San Joaquín,10,2,2,3,1,0,4,0,6,1.11,3,3,0,6,6,0,5,0
4,Campeche,3,Carmen,2249,Valle de Solidaridad,32,5,4,5,10,2,6,3,13,1.22,11,2,10,3,0,13,13,8
2,Baja California,1,Ensenada,4895,Valle Dorado,281,41,43,63,50,29,58,27,110,1.9,83,22,86,18,6,98,104,59
2,Baja California,4,Tijuana,1738,Valle Dorado,278,9,15,33,80,24,75,46,112,1.17,97,15,110,2,89,23,110,93
5,Coahuila de Zaragoza,28,Sabinas,416,Valle Dorado,473,5,5,27,224,36,79,92,217,1.21,216,1,217,0,217,0,217,213
7,Chiapas,17,Cintalapa,1145,Valle Dorado,18,6,4,4,1,4,4,1,5,1.5,1,4,5,0,0,5,1,1
7,Chiapas,52,Las Margaritas,358,Valle Dorado,16,4,0,12,2,0,1,1,5,2.15,4,1,5,0,0,5,5,1
7,Chiapas,53,Mazapa de Madero,30,Valle Obregón,227,29,21,77,56,19,35,15,77,1.48,76,1,76,1,77,0,74,59
2,Baja California,4,Tijuana,234,Valle Redondo,21,3,6,6,3,2,2,1,9,1.43,7,2,7,2,0,9,8,4
5,Coahuila de Zaragoza,25,Piedras Negras,103,Valle Verde,10,1,0,1,2,1,3,2,4,0.7,4,0,4,0,0,4,4,3
2,Baja California,2,Mexicali,1451,Valle Verde (Colonia Colorado Número Uno) [Granjas],18,0,0,0,4,0,1,8,7,0.75,7,0,7,0,7,0,7,7
2,Baja California,5,Playas de Rosarito,22,Valles del Mar,8,1,1,1,3,0,0,3,3,0.59,2,0,2,0,2,0,2,2
7,Chiapas,25,Chapultenango,12,Valtierra Centro,127,27,28,29,18,8,22,16,31,1.43,8,22,29,2,20,11,24,14
7,Chiapas,30,Chicomuselo,118,Varejonal,9,1,0,6,2,0,1,0,4,1.29,4,0,2,2,0,4,4,1
7,Chiapas,57,Motozintla,89,Varitas,54,8,9,21,6,1,12,4,21,1.65,13,8,18,3,1,20,19,6
5,Coahuila de Zaragoza,9,Francisco I. Madero,57,Vasconia,5,1,1,0,1,1,2,0,3,0.45,3,0,3,0,0,3,2,3
7,Chiapas,26,Chenalhó,180,Vayúm Vakaxtik,57,25,26,8,9,3,9,2,21,2.29,3,18,18,3,13,8,11,1
7,Chiapas,32,Escuintla,72,Vega de Juárez,70,17,14,29,10,7,10,0,23,1.7,17,6,19,4,23,0,22,9
5,Coahuila de Zaragoza,33,San Pedro,112,Vega Larga,373,20,23,59,99,23,77,78,142,0.95,139,3,142,0,137,5,129,127
7,Chiapas,61,Ocozocoautla de Espinosa,781,Veinte Casas,120,55,24,50,7,11,28,0,43,2.64,31,12,42,1,0,43,31,5
7,Chiapas,3,Acapetahua,120,Veinte de Abril,330,54,65,91,54,21,62,24,119,1.95,69,49,112,6,57,61,106,84
7,Chiapas,57,Motozintla,248,Veinte de Abril,241,31,27,83,41,10,68,8,68,1.95,60,8,68,0,68,0,64,23
7,Chiapas,61,Ocozocoautla de Espinosa,351,Veinte de Junio (La Ceiba),55,22,18,22,2,3,10,0,21,1.74,15,6,19,2,20,1,17,12
4,Campeche,10,Calakmul,262,Veinte de Noviembre,281,24,26,33,120,10,48,36,96,1.69,91,5,92,4,0,94,70,59
5,Coahuila de Zaragoza,17,Matamoros,52,Veinte de Noviembre,942,33,36,168,286,48,166,201,306,1.26,304,2,305,1,289,17,289,283
7,Chiapas,6,Amatenango de la Frontera,55,Veinte de Noviembre,572,163,153,150,120,28,79,37,167,1.83,142,25,162,5,32,135,160,82
7,Chiapas,9,Arriaga,205,Veinte de Noviembre,22,7,5,6,1,0,8,1,10,1.76,10,0,10,0,0,10,9,8
7,Chiapas,11,Bella Vista,63,Veinte de Noviembre,155,23,12,62,26,6,32,9,51,1.59,36,15,51,0,27,24,49,11
7,Chiapas,36,La Grandeza,41,Veinte de Noviembre,26,9,2,10,5,1,8,0,9,2.15,8,1,9,0,5,4,9,1
7,Chiapas,38,Huixtán,38,Veinte de Noviembre,256,66,40,70,21,15,99,6,78,1.87,48,30,76,0,70,8,76,0
7,Chiapas,52,Las Margaritas,178,Veinte de Noviembre,1415,529,422,307,168,69,133,245,336,2.22,297,32,294,35,1,328,327,33
7,Chiapas,59,Ocosingo,2792,Veinte de Noviembre,134,47,48,49,8,8,18,2,45,2.26,41,3,44,1,42,2,42,4
5,Coahuila de Zaragoza,33,San Pedro,113,Veinte de Noviembre (Santa Lucía),807,40,44,151,111,48,173,208,307,0.91,303,4,302,5,221,85,287,287
5,Coahuila de Zaragoza,24,Parras,82,Veinte de Noviembre (Veinte de Noviembre Nuevo),39,11,12,14,1,2,9,0,14,0.94,13,1,14,0,14,0,10,11
7,Chiapas,34,Frontera Comalapa,120,Veinticuatro de Febrero,593,60,50,156,131,38,143,64,197,1.52,53,144,189,8,193,4,179,116
7,Chiapas,57,Motozintla,457,Veinticuatro de Febrero,39,6,2,11,14,3,7,2,11,2.03,4,7,11,0,0,11,11,8
5,Coahuila de Zaragoza,8,Escobedo,11,Veintinueve de Noviembre (Borregas),18,0,1,5,4,1,7,0,10,0.68,10,0,5,5,8,2,10,0
7,Chiapas,2,Acala,320,Veintinueve de Octubre,22,8,10,3,2,0,5,2,9,2.07,8,1,8,1,9,0,6,4
5,Coahuila de Zaragoza,24,Parras,120,Veintiocho de Agosto,433,32,24,113,115,30,81,58,161,1.1,158,3,159,1,148,13,138,143
7,Chiapas,27,Chiapa de Corzo,608,Veintiséis de Octubre,12,3,1,5,2,1,3,0,5,1.73,5,0,5,0,0,5,5,4
7,Chiapas,57,Motozintla,391,Veintisiete de Octubre,44,8,8,13,11,3,8,1,14,1.91,7,7,14,0,0,14,12,6
7,Chiapas,57,Motozintla,348,Veintitrés de Abril,51,9,5,18,7,6,14,1,19,2.49,14,5,18,1,19,0,18,3
7,Chiapas,51,Mapastepec,504,Veintiuno de Marzo,57,20,18,17,10,4,8,0,20,2.86,4,16,20,0,12,8,18,4
5,Coahuila de Zaragoza,17,Matamoros,273,Veintiuno de Marzo (La Reforma),4,0,1,0,1,0,2,0,3,1.13,3,0,3,0,3,0,1,3
4,Campeche,10,Calakmul,264,Veintiuno de Mayo (Lechugal),135,13,11,30,34,9,33,15,48,1.71,40,8,42,6,29,19,42,16
6,Colima,7,Manzanillo,91,Veladero de Camotlán,187,25,22,47,33,14,38,27,68,1.21,55,13,68,0,59,9,65,62
6,Colima,7,Manzanillo,92,Veladero de los Otates,180,29,31,40,35,12,49,10,78,1.21,68,10,76,2,38,40,69,68
7,Chiapas,61,Ocozocoautla de Espinosa,674,Velasco Suárez Uno,159,46,37,56,15,11,39,1,51,1.9,2,49,49,2,50,1,47,1
1,Aguascalientes,5,Jesús María,293,Venaderito,9,0,1,2,3,1,0,2,5,0.57,5,0,5,0,5,0,5,5
3,Baja California Sur,8,Los Cabos,1058,Ventanas Residencial,71,0,0,0,6,2,1,62,33,0.64,32,0,32,0,30,2,32,32
1,Aguascalientes,3,Calvillo,275,Ventanillas,20,1,3,3,4,1,7,2,9,0.86,9,0,9,0,0,9,9,9
2,Baja California,5,Playas de Rosarito,194,Venustiano Carranza,373,25,23,56,101,44,69,53,141,1.39,122,12,132,1,100,32,133,107
4,Campeche,3,Carmen,3642,Venustiano Carranza,174,22,25,37,44,9,44,13,69,1.31,58,11,63,6,68,0,66,49
4,Campeche,11,Candelaria,680,Venustiano Carranza,409,56,64,71,117,19,69,66,156,1.15,153,3,153,3,151,5,150,124
5,Coahuila de Zaragoza,2,Acuña,58,Venustiano Carranza,14,0,0,5,2,1,4,2,7,0.83,7,0,2,5,0,7,7,1
7,Chiapas,4,Altamirano,81,Venustiano Carranza,514,147,86,148,131,38,63,39,164,1.54,151,12,162,2,152,12,164,27
7,Chiapas,13,Bochil,97,Venustiano Carranza,440,72,58,69,85,30,82,102,132,1.95,77,55,129,3,131,1,125,40
7,Chiapas,17,Cintalapa,178,Venustiano Carranza,241,85,37,65,40,22,63,11,74,1.72,61,10,69,2,71,0,65,24
7,Chiapas,17,Cintalapa,1078,Venustiano Carranza,29,14,12,10,2,1,2,2,10,1.62,4,6,0,10,0,10,1,0
7,Chiapas,27,Chiapa de Corzo,112,Venustiano Carranza,785,129,63,203,220,56,215,27,300,2.12,226,74,295,4,295,5,276,46
7,Chiapas,31,Chilón,774,Venustiano Carranza,47,15,16,15,4,4,6,1,16,2.61,5,9,15,1,15,1,10,1
7,Chiapas,41,La Independencia,83,Venustiano Carranza,3449,645,514,1398,342,174,1007,12,1257,1.31,886,371,1233,22,1103,154,1246,216
7,Chiapas,46,Jiquipilas,110,Venustiano Carranza,201,28,24,68,45,7,23,28,68,1.07,65,1,67,1,5,63,65,54
7,Chiapas,59,Ocosingo,261,Venustiano Carranza,228,74,62,81,32,27,19,6,66,1.91,59,7,65,1,64,2,65,6
7,Chiapas,61,Ocozocoautla de Espinosa,1704,Venustiano Carranza,39,9,7,17,2,2,11,0,19,1.88,7,12,19,0,0,19,19,6
7,Chiapas,65,Palenque,199,Venustiano Carranza,79,29,36,17,8,6,7,4,25,2.23,10,15,25,0,1,23,4,5
6,Colima,7,Manzanillo,94,Venustiano Carranza (Cualata),1106,90,102,221,214,83,259,191,442,0.99,419,22,435,6,432,8,423,397
5,Coahuila de Zaragoza,36,Viesca,45,Venustiano Carranza (Hacienda de Hornos),113,2,6,41,24,6,28,6,50,1.1,47,3,50,0,46,4,42,30
2,Baja California,1,Ensenada,267,Venustiano Carranza (Santa María),526,58,79,126,120,44,77,67,205,1.27,185,13,183,15,19,178,191,146
7,Chiapas,17,Cintalapa,1079,Veracruz,9,4,4,1,1,0,1,1,3,2.13,3,0,3,0,2,1,0,0
7,Chiapas,30,Chicomuselo,96,Veracruz,23,4,5,10,2,1,1,4,8,1.52,6,2,8,0,8,0,7,6
7,Chiapas,32,Escuintla,74,Veracruz,348,79,61,116,52,27,61,24,117,2.57,82,34,111,5,84,33,112,43
7,Chiapas,52,Las Margaritas,180,Veracruz,746,167,88,186,30,8,406,28,184,1.63,174,9,181,1,179,4,181,36
7,Chiapas,52,Las Margaritas,251,Veracruz,121,24,28,42,13,6,27,4,35,1.71,31,4,34,1,0,35,35,12
7,Chiapas,53,Mazapa de Madero,38,Veracruz,69,16,10,30,5,6,10,5,18,1.9,18,0,18,0,3,13,18,10
7,Chiapas,61,Ocozocoautla de Espinosa,433,Veracruz,32,3,3,14,4,1,5,4,11,1.73,9,2,11,0,0,11,6,5
7,Chiapas,19,Comitán de Domínguez,385,Veracruz del Troje,43,20,15,9,0,0,18,1,20,1.91,7,13,19,1,0,19,20,0
2,Baja California,2,Mexicali,166,Veracruz Uno,724,34,71,138,181,58,108,115,272,1.04,265,7,271,1,262,1,187,257
7,Chiapas,27,Chiapa de Corzo,618,Verapaz,7,3,2,2,0,1,0,2,3,1.5,2,1,3,0,0,3,3,3
7,Chiapas,34,Frontera Comalapa,114,Verapaz,1480,123,136,519,332,58,318,91,493,1.36,446,46,481,12,344,147,457,344
7,Chiapas,61,Ocozocoautla de Espinosa,934,Verapaz Dos,11,1,2,2,0,0,7,0,4,1.36,3,1,4,0,0,4,4,0
7,Chiapas,61,Ocozocoautla de Espinosa,919,Verapaz Uno,6,0,0,3,1,1,0,1,3,1.5,3,0,3,0,1,2,3,2
7,Chiapas,53,Mazapa de Madero,31,Verdad del Triunfo,167,19,17,66,13,5,64,2,56,1.52,36,19,54,2,52,4,50,19
7,Chiapas,31,Chilón,843,Verea Poquil,21,6,5,4,4,3,4,1,6,2.39,4,2,0,6,5,1,4,0
7,Chiapas,57,Motozintla,102,Ververena San Joaquín,47,6,5,18,7,2,13,1,13,2.38,7,6,13,0,1,12,13,5
2,Baja California,1,Ensenada,268,Vicente Guerrero,7453,878,972,1483,1261,470,1244,1762,2786,1.27,2555,149,2660,47,2385,322,2686,1928
4,Campeche,4,Champotón,43,Vicente Guerrero,202,28,22,31,58,7,28,51,79,1.46,76,3,76,3,38,41,65,58
4,Campeche,6,Hopelchén,23,Vicente Guerrero,2221,393,303,580,468,104,463,263,716,1.62,687,28,693,22,649,66,631,307
4,Campeche,11,Candelaria,683,Vicente Guerrero,237,26,26,54,85,17,45,9,87,1.93,80,6,84,1,38,47,75,64
5,Coahuila de Zaragoza,17,Matamoros,54,Vicente Guerrero,174,12,8,42,57,12,30,18,70,1.13,69,1,70,0,62,7,65,62
7,Chiapas,16,Catazajá,28,Vicente Guerrero,125,20,20,27,22,7,16,27,41,1.13,38,3,41,0,20,21,40,35
7,Chiapas,18,Coapilla,9,Vicente Guerrero,393,89,82,155,71,38,40,6,135,1.89,134,1,135,0,130,4,123,29
7,Chiapas,33,Francisco León,17,Vicente Guerrero,396,58,51,122,65,22,55,63,121,1.68,115,6,118,2,114,7,109,55
7,Chiapas,36,La Grandeza,16,Vicente Guerrero,131,18,14,47,14,3,53,0,36,2.7,34,1,26,8,0,35,35,3
7,Chiapas,39,Huitiupán,204,Vicente Guerrero,14,9,7,3,0,0,4,0,4,3,3,1,4,0,4,0,4,0
7,Chiapas,46,Jiquipilas,112,Vicente Guerrero,1007,96,84,243,221,48,247,146,347,1.29,310,37,341,6,320,27,330,229
7,Chiapas,52,Las Margaritas,183,Vicente Guerrero,380,122,100,146,37,27,63,6,124,1.58,90,34,117,7,60,64,124,19
7,Chiapas,54,Mazatán,134,Vicente Guerrero,78,12,11,15,17,7,11,10,27,1.48,22,5,26,1,17,10,27,17
7,Chiapas,57,Motozintla,132,Vicente Guerrero,214,31,26,78,22,6,82,0,61,2.19,51,10,61,0,1,60,61,19
2,Baja California,2,Mexicali,111,Vicente Guerrero (Algodones),3762,180,224,517,1004,311,605,971,1539,1.02,1433,47,1465,13,1460,18,1475,1404
7,Chiapas,61,Ocozocoautla de Espinosa,213,Vicente Guerrero (Matamoros),1444,167,153,439,260,65,296,195,506,1.14,466,37,504,1,467,38,497,392
4,Campeche,11,Candelaria,684,Vicente Guerrero Número 2,34,4,6,3,12,0,10,2,15,1.13,11,4,14,1,14,1,14,10
2,Baja California,3,Tecate,1316,Vicente Lombardo Toledano,54,5,8,8,9,3,16,8,21,1.54,18,3,20,1,3,18,19,19
4,Campeche,11,Candelaria,685,Vicente Lombardo Toledano,160,22,20,32,56,10,39,2,59,1.1,57,1,58,1,58,1,54,43
7,Chiapas,65,Palenque,1302,Victoria Campesina I,39,13,11,13,3,3,9,0,15,1.86,0,15,0,15,0,15,13,0
7,Chiapas,65,Palenque,1226,Victoria Campesina II,44,2,2,2,14,3,13,7,20,1.28,19,1,18,2,11,9,19,14
7,Chiapas,52,Las Margaritas,605,Victoria la Paz,51,21,14,24,1,4,8,0,18,1.95,12,6,17,1,0,18,18,2
7,Chiapas,65,Palenque,210,Victórico Grajales,197,58,44,51,40,19,23,15,55,2.43,47,8,55,0,54,1,51,15
7,Chiapas,16,Catazajá,29,Victorico R. Grajales,115,28,25,32,23,4,19,12,36,1.71,34,0,33,1,34,0,28,25
7,Chiapas,52,Las Margaritas,902,Victórico R. Grajales,120,51,48,37,3,2,30,0,41,1.96,10,31,41,0,0,41,41,3
7,Chiapas,44,Ixtapa,45,Victórico R. Grajales (Iglesia Vieja),428,85,50,161,41,15,161,0,137,3.48,85,52,136,1,75,61,132,16
7,Chiapas,53,Mazapa de Madero,62,Vida Mejor (Tierra Blanca),42,7,5,21,4,2,4,6,19,2,19,0,19,0,19,0,19,8
5,Coahuila de Zaragoza,14,Jiménez,13,Vieja Palestina,155,4,4,41,26,10,53,13,56,1.11,55,1,56,0,54,2,30,55
7,Chiapas,43,Ixtacomitán,14,Viejo Lindavista,178,27,29,49,27,10,38,22,52,1.57,38,14,48,3,33,19,47,12
7,Chiapas,52,Las Margaritas,184,Viejo Montecristo,125,53,25,57,6,3,31,3,31,1.99,22,9,30,1,1,30,31,0
7,Chiapas,68,Pichucalco,5,Viejo Nicapa,357,90,67,120,41,24,51,44,118,1.49,113,5,111,7,111,7,118,42
7,Chiapas,1,Acacoyagua,203,Viejo Soconusco,20,7,6,4,1,2,6,0,10,1.39,5,5,9,0,9,1,5,5
5,Coahuila de Zaragoza,36,Viesca,1,Viesca,2522,123,120,308,705,141,490,682,898,1.07,869,28,882,14,877,21,846,825
3,Baja California Sur,2,Mulegé,482,Villa Alberto Andrés Alvarado Arámburo,4403,443,523,1003,739,310,816,876,1697,1.41,1588,89,1577,101,1528,147,1614,1208
7,Chiapas,37,Huehuetán,270,Villa Alta,21,3,3,2,8,0,4,4,4,1.8,3,1,4,0,4,0,4,1
