NOM_ENT,NOM_LOC,P15.sesc,P15cpri.inc,P15cpri.com,P15csec.inc,P15csec.com,P18.c.post,VIV5_R,VIV6.complemento,VIV6,CVEGEO
Nuevo León,Padre Mier,2,12,17,4,36,46,0.95,45,2,190380884
Nuevo León,Los Olivos,1,2,9,2,3,0,2.18,9,0,190380889
Nuevo León,Total del Municipio,26045,64125,105368,36276,187147,379997,0.85,280536,5546,190390000
Nuevo León,Monterrey,26043,64117,105362,36274,187145,379990,0.85,280529,5544,190390001
Nuevo León,Total del Municipio,43,160,180,29,170,158,0.91,312,5,190400000
Nuevo León,Parás,35,112,127,21,129,140,0.85,244,0,190400001
Nuevo León,Cinco de Mayo,0,2,16,1,10,4,1.11,12,0,190400008
Nuevo León,Charco Blanco,0,11,5,0,4,2,1.1,8,0,190400010
Nuevo León,Emiliano Zapata,6,7,6,2,7,3,1.65,9,2,190400013
Nuevo León,El Progreso (Tres Guerra),0,7,6,1,3,0,1.61,5,0,190400024
Nuevo León,El Tanque,1,6,10,1,6,2,0.81,15,0,190400035
Nuevo León,Total del Municipio,621,1627,2652,654,5352,2806,1.12,5437,216,190410000
Nuevo León,Pesquería,165,447,824,160,1342,759,1.09,1360,25,190410001
Nuevo León,La Arena,16,45,53,5,72,26,1.26,73,8,190410002
Nuevo León,Dulces Nombres,4,11,13,3,24,4,1.1,24,0,190410007
Nuevo León,Dulces Nombres (La Lajita),30,63,91,28,126,64,1.13,152,6,190410008
Nuevo León,Ladrillera (Entronque Pesquería),69,121,287,68,543,338,1.06,570,14,190410026
Nuevo León,Milpa,2,3,5,1,0,0,1.78,2,2,190410033
Nuevo León,La Providencia,28,60,52,15,115,24,1.12,95,13,190410040
Nuevo León,San Juan,0,1,2,1,5,1,0.87,5,0,190410048
Nuevo León,Santa María la Floreña,31,103,110,18,166,64,0.97,199,3,190410053
Nuevo León,Santa María Pesquería,6,47,47,3,86,21,0.89,89,1,190410054
Nuevo León,Santa María Pesquería,2,18,14,1,26,15,1.07,33,0,190410055
Nuevo León,La Victoria,0,22,9,0,23,13,0.96,30,0,190410060
Nuevo León,Zacatecas,47,78,124,25,186,141,1.08,216,1,190410061
Nuevo León,Francisco Villa,39,61,57,8,85,37,1.07,104,21,190410063
Nuevo León,El Roble [Merendero],0,2,2,0,2,0,1.86,3,0,190410112
Nuevo León,Colonia la Mesa,6,32,25,1,44,32,0.92,47,0,190410149
Nuevo León,Los Guerra (El Panteón),0,1,1,0,3,1,0.73,4,0,190410180
Nuevo León,Santa Mónica Uno,3,2,3,2,1,0,1.33,4,0,190410194
Nuevo León,La Arena (Benavides),0,2,1,0,2,3,1.11,3,0,190410202
Nuevo León,José María (El Naranjo),0,4,1,1,2,0,1.4,3,0,190410215
Nuevo León,La Camisa,0,2,2,1,0,2,1,3,0,190410216
Nuevo León,La Chacra,1,4,3,1,5,0,1.62,4,0,190410249
Nuevo León,Sepúlveda (El General),0,0,5,1,4,1,2.57,4,0,190410252
Nuevo León,Ochenta y Tres,4,8,3,1,11,4,2.05,10,0,190410315
Nuevo León,Camino a la Cieneguilla,0,2,1,0,0,2,0.71,3,0,190410320
Nuevo León,La Floreña [Avícola],0,10,10,0,11,3,1.27,13,0,190410328
Nuevo León,Colinas del Aeropuerto,60,149,419,162,1207,399,1.35,1038,40,190410337
Nuevo León,Santa Ana,1,2,0,0,0,0,0.5,3,0,190410354
Nuevo León,Leopoldo Elizondo (Los Polos),0,2,1,0,1,0,1,3,0,190410359
Nuevo León,Jesús María,12,49,39,5,61,16,1.14,49,21,190410366
Nuevo León,El Sabinal (HJ),11,30,17,2,25,3,1.17,29,12,190410374
Nuevo León,Los Girasoles,3,9,6,1,15,8,1.47,21,0,190410389
Nuevo León,El Trece,2,0,4,0,2,0,2,3,0,190410401
Nuevo León,La Arena,8,10,10,4,6,4,1.31,16,0,190410402
Nuevo León,Las Palmas,12,27,23,8,36,11,1.43,29,21,190410408
Nuevo León,Campestre Dos Amigos,4,8,6,2,4,1,1.18,11,0,190410421
Nuevo León,Aeropuertos,0,7,8,1,5,2,1.41,9,0,190410422
Nuevo León,Doña Juany,2,8,6,2,2,0,1.94,7,0,190410424
Nuevo León,Jesús María,2,10,15,2,11,9,1.05,16,4,190410442
Nuevo León,Lomas de San Martín,12,37,95,40,359,201,0.98,335,2,190410448
Nuevo León,Los Olmos,1,11,28,14,166,233,1.17,211,7,190410449
Nuevo León,Las Palmas,1,5,13,4,57,54,0.84,66,0,190410450
Nuevo León,Paseo de San Javier,14,41,140,49,454,290,1.04,424,12,190410451
Nuevo León,Total del Municipio,263,1161,1123,156,815,396,0.86,1643,46,190420000
Nuevo León,Los Ramones,41,193,196,42,208,161,0.8,367,3,190420001
Nuevo León,Las Alazanas,2,5,4,1,1,1,1.29,6,0,190420003
Nuevo León,Altamira (Capadero),12,35,53,11,40,21,0.95,76,2,190420004
Nuevo León,El Ancón,2,5,3,0,0,0,0.48,5,0,190420007
Nuevo León,Los Ángeles (Palo Blanco),2,12,10,2,8,6,0.55,17,0,190420008
Nuevo León,La Arena,5,4,4,0,5,1,0.88,8,0,190420009
Nuevo León,San Andrés,2,6,3,1,4,1,0.74,6,0,190420012
Nuevo León,Las Barretas (Barretitas),0,5,6,1,7,0,1.07,9,0,190420013
Nuevo León,Los Pobladores (La Calor),2,6,1,1,1,1,0.88,5,0,190420015
Nuevo León,El Carrizo,9,74,76,9,33,19,0.9,88,8,190420017
Nuevo León,El Carrizo,9,34,61,6,29,1,1.06,56,0,190420018
Nuevo León,Clavelito,7,3,1,1,1,0,1.91,5,0,190420021
Nuevo León,La Conquista,16,39,33,2,18,5,1.03,46,3,190420023
Nuevo León,Los Chaparros,5,1,2,0,1,0,0.43,5,0,190420024
Nuevo León,El Huizache,0,3,0,0,0,3,0.86,3,0,190420025
Nuevo León,Los Ébanos,5,13,11,1,4,2,1.18,16,0,190420028
Nuevo León,Empalme los Ramones,2,0,3,0,2,1,1,3,0,190420029
Nuevo León,Las Enramadas,6,37,47,4,14,3,1.03,43,6,190420030
Nuevo León,Loma,5,54,48,4,31,5,1,59,1,190420032
Nuevo León,El Esterito,3,16,2,2,4,2,0.67,11,1,190420033
Nuevo León,Los García,4,30,10,2,2,2,0.57,22,1,190420036
Nuevo León,Garza Ayala (Paso del Macho),0,9,12,1,4,2,0.9,10,2,190420037
Nuevo León,Garza González,12,55,36,11,27,13,0.78,64,1,190420038
Nuevo León,Gómez Ochoa (Los Gómez),1,1,2,1,1,0,0.7,3,0,190420040
Nuevo León,Guadalupe,4,4,0,0,0,0,0.89,4,0,190420043
Nuevo León,Hidalgo,11,24,13,0,12,9,0.98,15,1,190420044
Nuevo León,La Palma,0,2,0,0,2,1,0.89,3,0,190420054
Nuevo León,Facundo González (El Peine),3,38,16,2,5,5,0.57,35,0,190420057
Nuevo León,El Porvenir (Porvenir Ramones),10,40,32,2,26,7,0.81,50,1,190420059
Nuevo León,La Posada,3,19,25,2,28,3,1.24,31,0,190420061
Nuevo León,Las Puentes,0,8,1,0,0,0,0.53,4,0,190420063
Nuevo León,Rancho Nuevo (Rancho Nuevo del Sur),1,1,2,0,1,0,1.67,2,0,190420064
Nuevo León,La Reforma,0,6,3,0,1,0,0.42,5,0,190420067
Nuevo León,El Refugio (Los González),0,19,13,0,8,6,0.7,22,0,190420069
Nuevo León,Repueblo de Oriente (El Ranchito),10,28,25,1,22,19,0.75,48,0,190420070
Nuevo León,San Antonio,2,7,2,0,4,1,0.76,5,0,190420072
Nuevo León,San Bartolo,0,12,15,2,5,2,0.73,18,0,190420073
Nuevo León,San Benito,5,64,29,4,29,14,0.63,63,0,190420074
Nuevo León,San Isidro,20,86,139,16,93,49,0.91,172,5,190420075
Nuevo León,San Isidro,9,38,75,11,76,14,1.02,88,3,190420076
Nuevo León,El Saucito,1,20,5,2,4,4,0.54,16,0,190420079
Nuevo León,El Tuétano,1,3,1,1,2,0,0.91,4,0,190420083
Nuevo León,Los Martínez,3,6,3,0,1,0,0.52,6,0,190420089
Nuevo León,La Buena Fe,1,2,3,0,1,0,1.1,3,1,190420094
Nuevo León,Maravillas,1,1,6,0,0,0,0.47,4,0,190420161
Nuevo León,San Bartolo,3,10,7,1,5,3,1.53,7,2,190420199
Nuevo León,La Colorada,1,3,3,0,0,0,0.82,3,1,190420236
Nuevo León,Las Presas,2,0,3,0,2,0,1.43,3,0,190420249
Nuevo León,Cinco de Mayo,1,1,3,1,2,0,1,5,0,190420271
Nuevo León,San Bartolo,0,5,4,1,1,1,0.82,5,0,190420289
Nuevo León,San Bartolo,2,6,10,2,2,1,0.94,8,1,190420290
Nuevo León,Total del Municipio,201,635,441,94,323,186,1.13,709,56,190430000
Nuevo León,Rayones,27,45,49,10,67,73,0.87,124,2,190430001
Nuevo León,El Aguacate,1,3,2,1,2,0,0.85,5,0,190430004
Nuevo León,El Ancón,1,4,8,0,1,0,2,4,0,190430011
Nuevo León,El Arbolito,2,4,1,1,1,1,1.25,3,0,190430012
Nuevo León,Ignacio Zaragoza (El Barreal),4,11,11,1,7,4,0.93,20,0,190430017
Nuevo León,Las Cañadas,10,24,16,1,7,1,1.11,18,2,190430024
Nuevo León,Pablo L. Sidar (Casillas),19,48,25,4,27,6,1.17,52,1,190430029
Nuevo León,La Cebolla,2,11,5,1,0,0,1.17,8,0,190430031
Nuevo León,San Ciprián (Ciprián de Abajo),0,2,2,0,5,1,1.8,4,1,190430034
Nuevo León,Los Cuartos,6,4,2,0,1,1,1.29,4,0,190430038
Nuevo León,El Cuervo,1,6,7,1,9,4,1.5,12,0,190430039
Nuevo León,Emilio Carranza,11,48,38,7,8,4,1.14,45,2,190430045
Nuevo León,Los Encinos,4,13,18,1,3,0,1.22,11,2,190430047
Nuevo León,Las Gallinas,9,19,1,2,4,0,1.36,11,0,190430051
Nuevo León,El Goche,11,25,12,3,16,7,0.86,31,1,190430056
Nuevo León,Juquialanes,0,2,2,1,0,3,0.73,4,0,190430060
Nuevo León,Labores de Adentro,1,8,6,1,3,0,1.93,5,0,190430061
Nuevo León,Las Medias,1,11,2,0,1,2,1.17,5,0,190430068
Nuevo León,La Merced,0,4,1,0,0,1,1.33,3,0,190430069
Nuevo León,La Mesa,1,5,0,1,0,0,0.75,3,1,190430070
Nuevo León,Monte Blanco,0,4,1,0,1,0,0.9,4,0,190430072
Nuevo León,La Morita,2,1,2,1,1,0,1.33,3,0,190430074
Nuevo León,El Nogal,2,3,1,0,1,0,0.58,3,0,190430075
Nuevo León,Los Nogales,3,21,10,2,2,0,0.88,16,3,190430076
Nuevo León,Pedro Carrizales,5,15,14,3,15,11,1.39,22,5,190430082
Nuevo León,Pedro Carrizales,8,32,24,8,18,7,1.39,31,2,190430083
Nuevo León,Los Pocitos,1,3,3,1,0,0,1.3,3,1,190430087
Nuevo León,Puerto Grande,0,15,8,1,2,0,1.44,8,1,190430090
Nuevo León,El Ranchito,0,7,5,0,1,0,1.67,3,1,190430095
Nuevo León,El Real (El Realito),0,2,2,0,2,0,0.73,3,0,190430097
Nuevo León,La Sabanilla,2,2,2,0,0,0,1,3,0,190430099
Nuevo León,San Blas,0,6,1,1,1,2,1.67,1,2,190430103
Nuevo León,San Juanito,0,5,2,0,2,1,0.82,5,0,190430105
Nuevo León,José María Morelos (Santa Rosa),14,55,46,7,17,6,1.12,46,8,190430109
Nuevo León,El Taray,2,3,1,0,0,0,1.14,1,2,190430110
Nuevo León,El Tepozán,0,7,2,1,0,0,1,5,0,190430113
Nuevo León,Las Trancas,2,7,5,0,2,0,0.86,7,1,190430119
Nuevo León,El Tular,8,18,2,3,6,3,1.43,15,0,190430121
Nuevo León,La Ventana,2,6,2,3,1,1,0.85,6,0,190430122
Nuevo León,Mariano Escobedo (Las Venturas),1,14,11,3,10,5,1.34,17,2,190430123
Nuevo León,Los Cirrales,1,8,5,0,1,0,1.31,5,0,190430131
Nuevo León,Despoblado de Abajo,3,2,4,1,4,1,0.96,5,1,190430134
Nuevo León,Los Chilares,1,5,3,0,1,0,1.4,4,0,190430139
Nuevo León,Rodrigo Ponce (La Nopalera),2,1,5,1,2,1,1.78,5,0,190430143
Nuevo León,El Barreno,2,3,0,1,1,0,1.14,2,1,190430147
Nuevo León,Ampliación Pedro Carrizales,11,16,13,2,17,8,1.11,24,3,190430149
Nuevo León,El Gato,1,4,4,2,1,1,2.38,3,1,190430164
Nuevo León,Oscar Valdez,0,1,0,0,3,1,0.89,3,0,190430167
Nuevo León,Pedro Carrizales,0,1,1,0,3,2,1.13,3,0,190430168
Nuevo León,Emiliano Zapata,5,25,16,9,31,17,1.34,44,2,190430170
Nuevo León,La Gloria,0,5,2,2,3,1,1.62,4,0,190430173
Nuevo León,Total del Municipio,991,3118,4357,1396,6128,7643,0.88,9796,99,190440000
Nuevo León,Ciudad Sabinas Hidalgo,909,2759,4051,1342,5939,7502,0.88,9307,88,190440001
Nuevo León,La Bandera,0,3,1,0,0,1,0.63,2,1,190440006
Nuevo León,Buena Vista,7,39,31,2,22,3,0.92,45,1,190440008
Nuevo León,Carboneras,1,34,37,2,12,18,0.91,42,0,190440012
Nuevo León,El Ébano,3,13,4,0,5,2,0.77,13,2,190440016
Nuevo León,El Encino,0,3,1,1,1,1,0.5,5,0,190440018
Nuevo León,Las Enramadas,0,5,3,0,1,0,0.69,5,0,190440019
Nuevo León,Garza Ayala,14,98,87,9,52,36,0.82,132,1,190440021
Nuevo León,Monte Grande,0,3,4,1,0,0,0.89,3,1,190440027
Nuevo León,Paso de Álamos,0,4,0,1,0,1,1.33,3,0,190440032
Nuevo León,Los Sabinas,1,5,3,0,2,1,1.17,5,0,190440037
Nuevo León,Sombreretillo,1,17,21,0,15,5,0.6,34,0,190440046
Nuevo León,Mario Ancira (Sabinas) [Granja],1,4,2,0,2,0,2,4,0,190440156
Nuevo León,La Enramada,0,0,2,0,0,0,1,2,0,190440192
Nuevo León,Luis Rodríguez Treviño,0,3,3,1,0,1,0.77,3,0,190440257
Nuevo León,Las Pachangas,2,1,6,0,2,1,2.43,4,0,190440263
Nuevo León,San Gerardo,4,4,5,2,1,1,3.11,4,0,190440278
Nuevo León,Constitución,10,21,25,10,25,7,1.35,39,1,190440309
Nuevo León,Víctor Garza,0,4,2,0,2,0,2.75,3,0,190440313
Nuevo León,Santa Elena,2,1,0,0,0,0,0.75,2,1,190440334
Nuevo León,El Tepeyac,1,1,2,1,2,0,1.57,3,0,190440335
Nuevo León,Loma Larga,1,4,0,0,0,2,0.88,3,0,190440351
Nuevo León,La Rosita,1,1,0,0,6,10,0.68,9,0,190440416
Nuevo León,Las Compuertas (Arturo Ancira),1,4,1,0,6,2,1.29,6,0,190440418
Nuevo León,Los Corrales de Luis González,3,7,5,2,2,0,1.86,5,1,190440419
Nuevo León,Oriente [Zona Industrial],1,1,3,0,5,7,1.13,4,0,190440420
Nuevo León,Graciano Bortoni,3,39,13,16,8,18,1.22,34,0,190440424
Nuevo León,Valle Escondido (Colonia Lozano),0,4,3,1,5,6,1.55,6,0,190440428
Nuevo León,El Refugio,2,0,0,0,0,0,3,1,0,190440442
Nuevo León,Total del Municipio,1003,2541,4828,1156,7473,3692,1.22,7791,397,190450000
Nuevo León,Salinas Victoria,136,498,1269,238,2023,1640,1.05,2267,19,190450001
Nuevo León,El Ancón,0,1,0,0,0,11,0.93,8,0,190450004
Nuevo León,Quince de Diciembre (La Vidriera),0,2,5,3,0,0,1.75,3,0,190450006
Nuevo León,Gomas y Mendiola (Rancho de Gomas),3,13,7,3,2,1,1.14,10,0,190450031
Nuevo León,Ojasé,4,14,36,4,28,13,1.12,39,0,190450035
Nuevo León,Uña de Gato (Loma Blanca),4,6,12,0,7,0,0.67,12,0,190450039
Nuevo León,Mamulique,24,58,133,19,112,49,0.97,158,1,190450043
Nuevo León,El Milagro,0,0,2,1,3,2,0.83,3,0,190450045
Nuevo León,Los Morales,31,83,144,34,147,69,1.12,197,3,190450049
Nuevo León,Rancho Nuevo,1,16,39,4,9,0,1.12,21,0,190450074
Nuevo León,El Refugio,1,2,4,1,2,0,1.44,5,0,190450076
Nuevo León,San Antonio,1,5,1,0,0,0,0.7,4,0,190450083
Nuevo León,San Benito (Santa Elena),0,2,2,0,1,0,1,3,0,190450085
Nuevo León,Unión San Javier,15,42,105,24,50,23,1.37,82,18,190450093
Nuevo León,San Juan Pesquerineño,0,9,0,2,2,0,0.71,7,0,190450096
Nuevo León,San Ramón,4,3,2,2,2,2,1.05,6,0,190450100
Nuevo León,Teresita (La Puerta),0,3,2,1,1,2,1.5,4,0,190450107
Nuevo León,El Terrero,0,3,4,0,1,0,1.71,3,0,190450109
Nuevo León,Urrutias,6,17,14,1,7,6,0.99,23,1,190450114
Nuevo León,Los Villarreales,33,106,154,36,159,70,1.14,214,3,190450118
Nuevo León,Milpillas,0,1,0,1,4,0,1.17,3,0,190450121
Nuevo León,San Pablo,0,4,3,1,2,1,2.1,5,0,190450174
Nuevo León,Brenda,1,7,9,0,3,1,1.8,10,0,190450177
Nuevo León,Dos de Marzo,0,0,2,1,3,0,1.11,3,0,190450178
Nuevo León,Las Lilas,0,4,6,2,0,1,1.7,5,0,190450181
Nuevo León,El Mirador,2,0,1,0,2,0,0.58,3,0,190450226
Nuevo León,Salinas [Avícola],0,4,5,0,2,0,2.22,5,0,190450237
Nuevo León,El Leal (Predio Alfonso Martínez Domínguez),8,25,32,3,41,13,1.55,38,8,190450239
Nuevo León,Ciudad Satélite del Norte,78,159,367,64,1044,493,1.31,865,3,190450241
Nuevo León,El Ángel (Parcela Ochenta y Tres),1,2,0,0,0,1,0.8,3,0,190450257
Nuevo León,Los Guajardo,0,1,4,2,2,3,1.54,5,0,190450278
Nuevo León,San Marcos,0,0,2,0,0,0,1.17,2,0,190450282
Nuevo León,Nuevo Mamulique,12,18,51,9,61,22,1.14,69,1,190450287
Nuevo León,La Victoria,4,4,2,5,5,1,2.23,5,0,190450291
Nuevo León,Quince de Abril,5,7,7,1,4,3,1.68,13,0,190450299
Nuevo León,La Vidriera,1,4,4,1,6,6,0.78,8,0,190450332
Nuevo León,Camino a los Gutiérrez,0,2,3,0,2,1,0.83,4,0,190450348
Nuevo León,Keiko [Granja Avícola],5,5,13,2,3,2,1.26,12,0,190450359
Nuevo León,Verdiguel,1,2,5,1,6,2,1.58,9,0,190450367
Nuevo León,San Miguel,2,1,1,0,7,3,1,7,0,190450380
Nuevo León,Cuatro de Octubre (Kilómetro Veintidós),0,2,2,0,5,1,1.08,4,0,190450384
Nuevo León,Emiliano Zapata,212,485,749,256,1552,593,1.32,1366,70,190450385
Nuevo León,Lázaro Cárdenas,2,11,13,7,23,3,1.03,18,5,190450399
Nuevo León,Ninguno,0,3,2,0,1,4,0.68,5,0,190450401
Nuevo León,Simeprodeso (Colectivo Nuevo),82,224,469,168,725,205,1.3,680,18,190450405
Nuevo León,Hacienda Santa Gertrudis,5,4,12,2,11,8,1.14,17,0,190450407
Nuevo León,Kilómetro Tres,1,1,4,0,2,4,1,5,0,190450413
Nuevo León,San Francisco,0,1,2,0,3,1,0.57,3,0,190450414
Nuevo León,San Isidro,0,3,2,0,7,3,0.89,9,0,190450417
Nuevo León,El Deiby,1,3,3,1,2,2,0.83,7,0,190450423
Nuevo León,Melisa,2,8,20,0,10,4,1.16,21,0,190450424
Nuevo León,Camino a los Villarreales Kilómetro Uno,0,1,5,1,0,0,2.2,3,0,190450427
Nuevo León,Kilómetro 39.9 (La Trinidad),0,0,3,0,1,1,0.75,4,0,190450428
Nuevo León,Colonia Agropecuaria el Tule,1,4,2,1,0,0,0.77,5,0,190450443
Nuevo León,Mamulique,1,4,4,0,2,0,1.07,5,0,190450446
Nuevo León,La Esperanza [Granja Porcícola],0,0,3,0,3,2,1.09,4,0,190450447
Nuevo León,Emiliano Zapata (La Zapatita),22,30,62,22,124,64,1.26,115,1,190450452
Nuevo León,Fernando Hernández (San Bernardo),0,1,0,0,5,0,2.29,3,0,190450456
Nuevo León,Las Torres,218,473,827,193,960,219,1.49,989,231,190450464
Nuevo León,Antorcha Campesina,8,2,1,0,0,0,2,0,3,190450474
Nuevo León,Mariana,5,1,3,3,2,0,1.62,7,0,190450481
Nuevo León,Las Abejas,1,2,0,0,0,2,0.5,4,0,190450487
Nuevo León,Colonia Ejidal Mamulique,4,8,19,2,23,5,1.39,22,2,190450488
Nuevo León,Los Pujidos [Granja Porcícola],0,4,0,0,3,2,1.3,4,0,190450493
Nuevo León,La Copina,1,3,3,0,1,2,0.55,8,0,190450518
Nuevo León,Ninguno,0,0,1,0,2,3,0.92,3,0,190450520
Nuevo León,Valle de Salinas,0,2,5,1,1,3,0.93,5,1,190450523
Nuevo León,Ninguno,2,3,7,0,5,0,1,7,1,190450524
Nuevo León,Andrea [Granja Avícola],1,3,10,0,3,3,0.85,11,0,190450533
Nuevo León,Los Pilares,4,24,44,13,162,82,1.64,140,0,190450550
Nuevo León,Total del Municipio,6175,18881,35400,10188,65769,187993,0.79,111007,1008,190460000
Nuevo León,San Nicolás de los Garza,6175,18881,35400,10188,65769,187993,0.79,111007,1008,190460001
Nuevo León,Total del Municipio,527,1178,1758,562,3134,3262,1.01,3989,25,190470000
Nuevo León,Hidalgo,522,1165,1750,561,3122,3259,1.01,3970,25,190470001
Nuevo León,Los Rodríguez,3,2,2,0,2,0,2.14,3,0,190470099
Nuevo León,Total del Municipio,5926,15130,24777,9556,54886,71054,0.95,63845,1089,190480000
Nuevo León,Ciudad Santa Catarina,5859,14983,24683,9539,54816,70980,0.95,63699,1035,190480001
Nuevo León,El Alto (La Biznaga),3,5,0,0,0,0,1.14,3,0,190480003
Nuevo León,Buenos Aires,1,2,5,2,5,4,1.26,7,1,190480005
Nuevo León,Canoas,7,11,7,0,5,0,0.81,2,14,190480006
Nuevo León,Horcones,5,10,21,3,7,23,0.98,26,5,190480015
Nuevo León,Llanitos (Mesa de la Cruz),2,6,3,0,0,0,0.82,1,5,190480023
Nuevo León,Los Nogales,8,33,24,7,35,36,0.98,56,1,190480028
Nuevo León,El Pajonal,1,7,1,0,0,0,0.69,1,3,190480031
Nuevo León,El Rodeo,3,6,4,0,1,0,1.33,5,0,190480039
Nuevo León,San Antonio de la Osamenta,2,17,12,0,4,0,1.25,9,5,190480041
Nuevo León,Santa Cruz,2,10,2,0,0,0,1.05,4,2,190480048
Nuevo León,Tunalillo,3,5,0,0,0,0,1.22,0,2,190480055
Nuevo León,Los Domingos,6,0,1,0,2,0,0.83,1,2,190480119
Nuevo León,Jesús María,7,3,1,0,0,0,1,3,0,190480120
Nuevo León,Rincón Grande,0,5,0,0,0,0,0.71,3,0,190480122
Nuevo León,Diecinueve de Marzo,0,0,1,1,4,2,1.71,3,0,190480144
Nuevo León,La Colorada,3,3,3,3,3,0,1.4,2,4,190480150
Nuevo León,Total del Municipio,739,3381,5218,1263,6462,10747,0.87,10865,367,190490000
Nuevo León,Santiago,594,2725,4374,1143,6028,10427,0.85,9984,193,190490001
Nuevo León,El Álamo,1,1,1,3,0,0,0.6,2,1,190490003
Nuevo León,La Boca,4,35,64,9,32,17,1.08,69,1,190490005
Nuevo León,Los Canelos,2,16,24,4,14,4,1.03,29,1,190490006
Nuevo León,La Ciénega de González,11,49,108,9,27,5,1.13,85,2,190490008
Nuevo León,Corral de Piedra,2,2,0,0,1,0,0.71,2,1,190490013
Nuevo León,El Chupadero,0,1,4,0,1,0,1.14,3,0,190490014
Nuevo León,La Escondida,2,2,2,0,1,0,0.67,2,1,190490015
Nuevo León,La Jacinta (El Álamo),1,2,1,0,2,2,1.18,5,0,190490018
Nuevo León,Laborcitas,0,3,8,0,1,0,1.25,4,1,190490019
Nuevo León,Laguna de Sánchez,21,93,82,14,51,16,1.04,97,29,190490020
Nuevo León,Las Margaritas,1,1,4,1,7,1,1.16,6,0,190490022
Nuevo León,Ojos de Agua,1,15,11,3,12,4,1.37,17,1,190490025
Nuevo León,Potrero de Serna (La Nogalera),15,55,116,17,22,15,1.22,86,17,190490027
Nuevo León,Potrero Redondo,3,41,24,4,6,0,1.63,10,17,190490028
Nuevo León,Puerto Genovevo,1,6,2,0,1,0,0.65,4,1,190490030
Nuevo León,San Antonio,2,7,2,0,0,0,1.08,4,0,190490035
Nuevo León,San Isidro,9,32,25,2,18,6,0.98,39,5,190490037
Nuevo León,San José,2,2,9,2,3,3,1.31,4,3,190490038
Nuevo León,San José de las Boquillas,8,27,14,0,6,0,0.92,20,5,190490039
Nuevo León,San Juan Bautista,5,30,22,2,10,6,1.15,28,7,190490042
Nuevo León,El Terrero,1,12,7,3,3,2,1.47,3,9,190490047
Nuevo León,La Tinaja,0,18,37,8,29,22,1.09,45,2,190490048
Nuevo León,El Pinal,6,7,12,3,5,1,1.16,7,8,190490053
Nuevo León,El Saucito,0,2,1,0,3,0,1.22,3,0,190490058
Nuevo León,La Peñita,2,6,11,1,5,3,0.95,6,6,190490059
Nuevo León,Las Manzanillas,0,3,1,0,3,0,1,1,2,190490063
Nuevo León,El Rincón,2,7,11,0,6,1,1.2,8,5,190490066
Nuevo León,Agua de Enmedio,2,0,2,0,1,0,1,2,1,190490074
Nuevo León,Las Adjuntas,2,7,7,0,4,4,0.81,9,2,190490078
Nuevo León,Las Tablas,0,4,0,0,0,0,0.44,1,2,190490079
Nuevo León,El Tejocote,6,17,23,4,8,3,1.17,17,5,190490089
Nuevo León,El Rincón del Lobo,1,7,1,1,0,1,1.2,4,1,190490107
Nuevo León,El Hondable,2,4,4,0,0,0,1.46,2,3,190490111
Nuevo León,El Venadito,1,1,3,0,1,1,1.2,2,1,190490113
Nuevo León,Lampacitos (Monteprieto),2,2,4,0,3,1,0.88,4,0,190490122
Nuevo León,Sendero los Morales,0,0,1,0,0,1,0.22,2,0,190490139
Nuevo León,Ninguno,0,0,5,0,2,0,1.22,4,0,190490140
Nuevo León,Ninguno,0,4,5,0,3,1,1.31,7,0,190490147
Nuevo León,Monteprieto (Guadalupe Mauro de León),0,2,4,0,0,0,0.64,4,0,190490153
Nuevo León,La Senda (Gudelia Garza Valdez),1,7,2,1,10,1,0.91,11,0,190490160
Nuevo León,Ninguno,2,8,10,1,7,7,1.81,12,2,190490165
Nuevo León,San Ángel (La Gruta),0,0,0,0,1,2,0.75,2,0,190490173
Nuevo León,La Mesa Grande (Vista Hermosa),0,4,4,0,0,0,1.31,1,3,190490184
Nuevo León,Las Lagunillas,3,7,9,1,1,0,1.26,2,7,190490185
Nuevo León,Las Nubes,0,1,0,0,6,0,1.25,3,0,190490195
Nuevo León,Los Dávila,0,0,0,0,0,6,0.73,3,0,190490216
Nuevo León,Los Terreros,1,9,15,2,21,31,0.67,36,0,190490226
Nuevo León,Margaritas,1,3,6,0,1,0,1.5,3,1,190490239
Nuevo León,Margaritas de Arriba,0,7,11,3,7,2,1.69,11,3,190490241
Nuevo León,Haciendas de la Ermita,0,2,1,2,6,3,1.71,6,0,190490242
Nuevo León,La Primavera,0,1,9,1,3,1,0.95,7,0,190490253
Nuevo León,Los Leones,0,3,3,0,2,0,2.8,3,0,190490260
Nuevo León,La Cieneguilla,8,12,39,6,24,12,1.16,36,4,190490262
Nuevo León,Villas de la Boca,0,3,5,2,2,6,1.26,6,0,190490274
Nuevo León,Sierra Vista,1,2,2,1,0,1,1.36,4,0,190490277
Nuevo León,Margaritas de Abajo,1,7,11,1,1,0,1.21,8,2,190490282
Nuevo León,Campestre los Mimbres,0,3,7,0,8,5,1.55,7,0,190490286
Nuevo León,Total del Municipio,63,391,394,73,332,139,1.03,615,7,190500000
Nuevo León,Vallecillo,21,58,122,30,127,54,1.21,172,2,190500001
Nuevo León,El Álamo (Hacienda el Álamo),4,41,52,8,41,20,0.97,75,0,190500002
Nuevo León,Aquiles Serdán (El Mateño),2,6,4,1,2,3,0.9,8,0,190500004
