NOM_ENT,NOM_LOC,P15.sesc,P15cpri.inc,P15cpri.com,P15csec.inc,P15csec.com,P18.c.post,VIV5_R,VIV6.complemento,VIV6,CVEGEO
Nuevo León,Loma Ceniza (Las Tranquitas),1,2,1,0,2,1,1.6,3,0,190150199
Nuevo León,Total del Municipio,149,544,498,122,636,339,1.05,938,30,190160000
Nuevo León,Doctor González,62,302,295,80,423,251,1.03,563,16,190160001
Nuevo León,Las Comitas,2,1,4,0,0,0,0.56,4,0,190160014
Nuevo León,Los Peña,3,5,3,0,4,1,0.92,8,0,190160026
Nuevo León,Los Frijoles (Los Ruiz),0,2,3,2,0,1,1.6,5,0,190160030
Nuevo León,El Guardado,3,10,2,1,1,1,1.12,8,2,190160033
Nuevo León,Los Hualiches,5,46,18,3,27,4,1.11,43,0,190160036
Nuevo León,El Jaral,0,3,1,0,0,1,0.56,3,0,190160037
Nuevo León,La Morita (La Mora),1,1,2,0,6,4,1.26,6,0,190160051
Nuevo León,Nuevo Repueblo,25,62,66,18,78,42,1.02,110,5,190160054
Nuevo León,Papagayos,1,4,7,0,3,2,1.26,6,2,190160059
Nuevo León,La Venadera,14,32,27,6,20,9,0.99,43,1,190160087
Nuevo León,La Guardarraya,2,5,6,0,1,1,0.95,7,0,190160124
Nuevo León,Los Peña (Elena Peña Chávez),0,2,1,0,2,3,0.61,4,0,190160127
Nuevo León,Papagayos,0,0,1,0,7,0,1.1,6,0,190160136
Nuevo León,Yolanda (Kilómetro Sesenta y Dos),0,2,2,1,1,1,1.13,3,0,190160137
Nuevo León,María Aurora,0,0,2,0,2,2,0.67,4,0,190160168
Nuevo León,Los Partidores (Rogelio González),1,0,1,0,2,0,0.57,4,0,190160191
Nuevo León,Las Tres G (Guadalupe González Garza),1,2,6,1,7,1,2.08,7,0,190160196
Nuevo León,Jesús Gutiérrez Chapa,0,0,2,0,4,2,1.2,4,0,190160210
Nuevo León,Ninguno,2,2,2,0,2,1,1.22,4,0,190160289
Nuevo León,Total del Municipio,2016,7379,6016,1519,5470,4444,1.17,9610,502,190170000
Nuevo León,Galeana,178,586,641,227,1071,1878,0.93,1745,25,190170001
Nuevo León,Los Adobes,22,115,87,11,73,9,1.54,108,4,190170002
Nuevo León,Agua Blanca,11,18,5,0,0,1,1.11,11,1,190170003
Nuevo León,El Anhelo,8,37,20,3,7,0,1.33,27,5,190170005
Nuevo León,Barrio de Jalisco (Jalisco),7,14,10,0,21,21,0.69,31,0,190170008
Nuevo León,El Barrocito,5,33,12,4,27,3,1.08,32,3,190170009
Nuevo León,Lázaro Cárdenas (La Biznaga),2,10,14,6,7,0,1.33,14,5,190170010
Nuevo León,La Boca del Refugio,20,85,80,8,35,18,1.09,99,4,190170011
Nuevo León,Brownsville,2,16,6,2,5,9,0.88,15,1,190170014
Nuevo León,Buena Vista,1,5,3,3,3,11,0.8,10,0,190170015
Nuevo León,Calabacillas,0,10,5,0,1,0,0.79,6,0,190170017
Nuevo León,El Canelito,12,40,24,5,12,4,1.14,35,3,190170018
Nuevo León,La Carbonera,6,28,30,3,4,1,0.93,29,0,190170020
Nuevo León,El Carmen,8,30,12,0,9,0,0.81,24,1,190170021
Nuevo León,La Casita,4,72,92,13,39,5,1.51,77,6,190170023
Nuevo León,El Castillo,8,80,58,13,37,14,1.16,76,5,190170024
Nuevo León,Ciénega del Toro,33,89,25,14,48,11,1.18,82,3,190170025
Nuevo León,La Concha,8,44,51,7,37,21,1.34,57,4,190170026
Nuevo León,Cieneguillas y Crucitas,9,26,8,2,27,6,0.92,33,1,190170027
Nuevo León,El Cristal,13,25,26,7,36,6,1.49,40,2,190170028
Nuevo León,La Cuesta,2,17,12,2,10,1,1.09,20,0,190170029
Nuevo León,El Cuije,8,49,47,12,37,18,1.16,54,2,190170030
Nuevo León,Las Delicias,21,124,113,14,50,3,1.51,95,14,190170032
Nuevo León,El Derramadero,22,68,26,10,62,57,1.01,95,3,190170033
Nuevo León,Dieciocho de Marzo,9,60,52,11,49,38,0.99,84,2,190170034
Nuevo León,Las Lagunitas,2,5,1,1,0,1,1.89,3,0,190170035
Nuevo León,El Erial,9,48,42,10,24,13,1.18,58,1,190170036
Nuevo León,Estados Unidos,17,58,68,11,20,1,1.41,65,4,190170038
Nuevo León,Francisco Villa,2,34,43,6,18,5,1.49,41,2,190170040
Nuevo León,Guadalupe de las Mitras,0,17,1,0,9,0,0.91,9,1,190170042
Nuevo León,Aquiles Serdán (La Hediondilla),19,102,118,18,63,23,1.14,123,1,190170043
Nuevo León,Miguel Hidalgo,19,16,34,2,13,5,1.72,27,3,190170044
Nuevo León,Laguna de Labradores,20,88,44,22,72,124,0.89,133,5,190170048
Nuevo León,La Leona,14,44,20,5,18,6,1.23,38,0,190170050
Nuevo León,Magueyes,4,26,14,12,20,4,1.51,30,0,190170052
Nuevo León,La Nueva Betania,0,8,8,1,5,0,0.97,8,1,190170053
Nuevo León,Margaritas,34,87,46,15,49,5,1.88,60,4,190170054
Nuevo León,El Prado (El Mezquite),14,102,74,16,54,27,1.34,106,3,190170056
Nuevo León,El Milagro,15,58,56,7,24,12,1.28,57,4,190170057
Nuevo León,Los Mimbres,8,63,40,11,27,8,1.31,58,4,190170058
Nuevo León,Navidad,48,152,152,41,77,34,1.48,187,5,190170061
Nuevo León,Los Nogales,17,40,21,8,18,2,1.25,35,13,190170073
Nuevo León,La Nueva Esmeralda (Nuevo Poblado de la Esmeralda),5,24,14,2,21,1,1.13,21,5,190170075
Nuevo León,La Lagunita (El Orito),6,56,51,3,12,4,1.4,42,1,190170076
Nuevo León,Pablillo,29,147,145,23,207,108,1,247,6,190170077
Nuevo León,El Palmito,3,20,24,5,11,0,1.43,19,6,190170079
Nuevo León,La Paz,25,99,107,15,44,17,1.47,110,9,190170080
Nuevo León,El Peñuelo,20,46,37,3,7,8,1.13,45,3,190170081
Nuevo León,Pinal Alto,6,37,50,7,7,0,1.66,39,1,190170085
Nuevo León,Las Placetas,3,2,5,2,2,1,1.55,3,1,190170087
Nuevo León,Los Pocitos,3,31,21,6,20,16,1.25,35,0,190170088
Nuevo León,El Porvenir de Santa Clara (El Coyote),9,5,8,4,5,1,1.36,10,1,190170089
Nuevo León,Catarino Rodríguez (El Potosí),85,314,161,84,233,474,0.97,502,4,190170090
Nuevo León,El Potrero de Prieto,9,28,16,4,23,8,1.27,29,0,190170091
Nuevo León,El Potrero Prieto de Arriba,15,52,17,4,29,10,0.79,50,5,190170092
Nuevo León,La Poza,9,43,21,6,20,19,1.13,46,0,190170093
Nuevo León,Presa de Gámez,3,10,9,1,6,0,1.33,7,0,190170102
Nuevo León,La Presita de Berlanga,10,30,40,7,14,0,1.76,32,5,190170103
Nuevo León,La Primavera (El Charco),10,25,39,2,20,4,1.25,38,1,190170104
Nuevo León,La Providencia,7,36,14,6,30,19,1.04,40,1,190170105
Nuevo León,Puente las Joyas,3,8,3,0,1,0,0.65,7,1,190170106
Nuevo León,El Encinal (Puerto el Encinal de la Poza),6,16,27,3,12,3,1.49,22,0,190170107
Nuevo León,Puerto de Pastores,10,26,17,6,19,9,1.09,41,1,190170108
Nuevo León,Puerto Grande,11,35,62,5,15,2,1.37,49,3,190170109
Nuevo León,Puerto México,41,154,156,29,106,18,1.59,154,5,190170110
Nuevo León,Refugio de los Ibarra,14,46,41,7,32,5,1.42,51,7,190170114
Nuevo León,El Refugio (Refugio de los Ranchos),4,41,38,17,35,13,1.22,53,2,190170115
Nuevo León,Rincón de San Lucas,2,6,1,3,4,0,1.46,4,1,190170116
Nuevo León,El Rucio,3,19,3,0,1,1,2.06,1,2,190170118
Nuevo León,Samaniego y la Becerra (Mariano Escobedo),8,33,24,2,5,3,2,24,0,190170119
Nuevo León,San Antonio de González,7,21,19,2,8,2,1.18,24,0,190170121
Nuevo León,San Antonio del Salero,15,47,10,3,15,8,1.16,37,3,190170122
Nuevo León,San Felipe de Pablillo,2,4,2,1,3,1,0.9,5,2,190170123
Nuevo León,San Fernando,2,19,7,5,11,3,0.85,23,0,190170125
Nuevo León,San Francisco de Berlanga,22,80,73,6,14,15,1.34,64,12,190170126
Nuevo León,San Francisco de los Blancos,16,69,58,22,49,49,1.21,81,8,190170127
Nuevo León,San Francisco Javier,20,35,22,5,23,0,1.34,30,10,190170128
Nuevo León,San Ildefonso,29,80,48,9,53,1,1.62,64,6,190170129
Nuevo León,San Isidro de Berlanga,12,19,7,0,9,0,1.14,15,1,190170130
Nuevo León,San Isidro de Ciénega del Toro,2,21,10,1,6,0,1.44,16,0,190170131
Nuevo León,San Joaquín,42,36,71,2,46,14,1.33,73,3,190170132
Nuevo León,San Jorge,19,19,25,4,7,2,1.48,20,3,190170133
Nuevo León,San José de Contreras,3,16,13,2,11,11,1.24,22,0,190170134
Nuevo León,San José de González,13,32,36,5,11,1,1.13,37,2,190170135
Nuevo León,San José de las Joyas,12,71,60,10,11,4,1.35,54,6,190170136
Nuevo León,San José de la Martha,16,59,45,8,22,2,1.02,55,3,190170137
Nuevo León,Río de San José,3,58,22,10,11,2,1.17,30,9,190170140
Nuevo León,San José de Raíces,112,355,223,134,399,260,1.29,537,20,190170142
Nuevo León,San Juan de Dios,22,28,14,4,15,3,1.21,35,0,190170143
Nuevo León,San Juan del Prado,20,63,57,17,38,22,1.24,79,2,190170144
Nuevo León,San Juan de Mimbres,5,24,23,1,8,4,1.13,27,2,190170145
Nuevo León,San Lucas (La Mesa),5,56,32,17,29,2,1.32,48,5,190170146
Nuevo León,San Marcos,7,47,43,12,33,14,1.39,58,4,190170147
Nuevo León,Congregación de San Pablo,2,20,12,0,7,1,0.84,18,0,190170148
Nuevo León,San Pablo de las Mitras,5,19,10,1,5,0,1.07,15,1,190170149
Nuevo León,San Pablo de Raíces,2,20,21,4,20,0,1.37,22,5,190170150
Nuevo León,San Pablo (Tranquitas),6,5,5,1,1,0,0.96,6,0,190170151
Nuevo León,San Pedro Sotolar,10,36,40,4,12,1,1.78,35,3,190170152
Nuevo León,San Rafael,87,319,251,98,326,390,1.26,550,10,190170153
Nuevo León,San Ramón,4,15,14,5,4,0,1.08,16,0,190170154
Nuevo León,San Roberto,16,76,30,13,37,18,1.39,72,8,190170155
Nuevo León,Santa Anita del Peñasco,3,7,8,0,3,0,1.8,7,1,190170156
Nuevo León,Santa Clara de Ciénega del Toro,29,64,40,12,38,0,1.12,60,8,190170157
Nuevo León,Santa Clara de González,17,86,60,15,66,32,1.12,105,2,190170158
Nuevo León,Santa Cruz,18,46,26,15,32,7,1.56,50,6,190170159
Nuevo León,Santa Cruz Ciénega del Toro,17,83,31,11,41,3,1.49,62,4,190170160
Nuevo León,Santa Cruz de Sauces,4,29,20,10,14,5,1.09,25,9,190170161
Nuevo León,Santa Fe,1,24,11,7,27,26,1.02,31,2,190170163
Nuevo León,Santa María del Socorro,16,51,19,3,4,2,1.13,31,4,190170165
Nuevo León,Santa María de Ramos,23,99,105,32,111,36,1.3,148,4,190170166
Nuevo León,Santa Rita (Santa Rita de Cordeladas),6,17,23,2,35,20,1.54,31,4,190170167
Nuevo León,Santo Domingo,8,45,29,4,52,20,1.25,54,1,190170169
Nuevo León,San Urbet,4,11,17,1,23,1,1.73,18,1,190170170
Nuevo León,Seis de Enero,4,18,26,4,5,1,1.74,18,2,190170173
Nuevo León,Tampico,2,2,1,0,4,0,0.69,4,1,190170175
Nuevo León,Tanquecillos,17,66,42,8,11,5,1.12,55,7,190170176
Nuevo León,Tapias (El Chaparral),7,10,20,0,6,3,1.16,22,0,190170177
Nuevo León,San Ignacio de Texas,24,93,63,8,43,12,1.12,90,3,190170181
Nuevo León,El Tokio,7,51,27,12,44,35,1.2,61,0,190170182
Nuevo León,El Tepozán,12,27,28,3,20,4,1.59,36,1,190170183
Nuevo León,Puerto de Acapulco (Tanque Roto),6,4,9,2,11,0,1.15,8,4,190170212
Nuevo León,La Rosa,8,11,10,3,20,4,0.96,21,0,190170216
Nuevo León,San Antonio de Magueycillos,1,3,3,2,10,1,1.44,7,0,190170217
Nuevo León,Lote Uno Fracción Navidad (Benito Juárez),7,34,32,5,16,13,1.56,36,0,190170236
Nuevo León,Alfredo V. Bonfil (La Lagunita),5,17,28,5,9,0,1.58,17,5,190170264
Nuevo León,Lajas Negras,7,5,9,7,5,2,1.17,9,4,190170266
Nuevo León,Los Llanitos,3,24,16,5,14,0,1.35,21,3,190170267
Nuevo León,La Fábrica (Ojo de Agua),1,10,0,0,3,4,0.85,6,0,190170269
Nuevo León,La Habana,1,6,4,1,3,3,0.83,6,0,190170289
Nuevo León,Manila,3,14,9,3,11,9,1.1,20,0,190170290
Nuevo León,La Esperanza,1,3,2,1,2,1,1.67,2,1,190170293
Nuevo León,El Porvenir,1,2,3,0,4,0,1.36,5,0,190170294
Nuevo León,La Y de Arriba,5,11,13,6,11,8,1.11,20,0,190170306
Nuevo León,La Y de Galeana (Y de Puerto de Pastores),1,1,1,1,4,2,1.9,4,0,190170315
Nuevo León,Campamento los Cabriales (La Providencia),7,1,1,0,0,0,2.5,3,0,190170319
Nuevo León,El Camuco (La Leona),4,5,7,2,10,2,1.41,12,0,190170320
Nuevo León,El Raiceño,0,3,4,1,5,6,1.35,8,0,190170325
Nuevo León,Pénjamo,3,10,6,2,4,1,1.44,8,0,190170326
Nuevo León,La Nueva Primavera,6,27,25,5,14,12,1.57,27,1,190170328
Nuevo León,Ojo de Agua (El Paso),3,14,4,2,3,0,2,8,0,190170330
Nuevo León,La Piedra,0,14,12,3,2,0,1.42,13,1,190170331
Nuevo León,Tomates,0,3,3,0,2,2,1.5,1,2,190170335
Nuevo León,Palma los Monos (San Juan de Dios),0,4,2,1,1,0,2.11,4,0,190170337
Nuevo León,La Loba,2,1,3,1,3,0,2.86,1,3,190170345
Nuevo León,El Encinal,3,16,9,3,5,4,1.19,13,0,190170346
Nuevo León,Joyas de Agua Fría,1,18,19,0,3,1,1.43,17,2,190170352
Nuevo León,La Esperanza (El Coyote),8,27,35,3,5,1,1.5,21,5,190170357
Nuevo León,El Capricho de Cayma [Sociedad de Producción Rural],0,3,5,1,0,1,2.33,3,0,190170359
Nuevo León,Pablillo [Aserradero],0,3,4,0,0,0,0.47,3,1,190170361
Nuevo León,La Trinidad (El Cedrito),11,43,45,6,20,13,1.4,51,11,190170363
Nuevo León,La Huiche [Mineral],2,6,11,4,4,3,1.76,10,0,190170365
Nuevo León,San Isidro (Terreros),1,7,0,0,0,0,0.8,4,0,190170392
Nuevo León,Santa Inés (La Montaña),0,3,8,2,3,1,1.5,6,0,190170396
Nuevo León,Los Aguacates,2,19,14,10,12,4,1.09,20,2,190170411
Nuevo León,Entronque San Roberto,1,17,6,3,16,8,1.54,17,0,190170423
Nuevo León,Barrio las Flores,4,8,4,2,8,1,0.78,11,0,190170425
Nuevo León,La Loma,1,2,3,0,1,0,1.33,3,0,190170435
Nuevo León,El Molino,0,18,14,5,7,6,1.23,21,0,190170438
Nuevo León,El Ranchito,1,0,2,0,2,0,1.38,3,0,190170450
Nuevo León,El Salitre,2,4,3,0,0,3,0.93,4,0,190170454
Nuevo León,San Roberto,0,4,3,3,4,4,1.21,7,0,190170455
Nuevo León,Agua Nueva (El Pozo),2,15,12,1,15,8,1.2,21,0,190170458
Nuevo León,Venustiano Carranza Grupo B (Los Taracos),24,11,30,2,34,3,1.56,30,2,190170468
Nuevo León,Las Esperanzas,15,24,44,6,32,1,1.22,43,0,190170474
Nuevo León,La Palapa,0,3,0,1,4,2,1.08,4,0,190170491
Nuevo León,Las Cordeladas,0,5,2,0,4,3,1.13,7,0,190170509
Nuevo León,Corona del Rosal,1,4,4,0,6,2,1.11,4,1,190170514
Nuevo León,Francisco Villa (San Francisco de Balderas),2,8,9,0,0,0,2.06,8,0,190170520
Nuevo León,El Cedral,4,20,17,5,16,23,1.35,27,3,190170521
Nuevo León,Alto de Guadalupe,1,5,8,1,9,5,1.57,9,0,190170534
Nuevo León,Las Lagunitas,2,4,0,0,0,0,0.8,1,2,190170537
Nuevo León,Agua Nueva (Santa Fe),1,1,0,0,2,2,0.78,3,0,190170538
Nuevo León,La Victoria (La Majada),1,3,0,2,2,1,1.25,3,0,190170556
Nuevo León,Las Vegas de San Isidro,0,3,5,0,1,1,1.07,4,2,190170574
Nuevo León,La Curva (María),0,0,7,1,3,0,1.45,2,2,190170589
Nuevo León,Jesús María Aguirre (Puerto de Nopalillos),5,21,15,3,2,7,0.91,15,2,190170597
Nuevo León,Puerto de Nopalillos,0,8,1,0,0,0,1.09,1,3,190170599
Nuevo León,Los Pinos,0,3,0,0,1,0,0.83,3,0,190170614
Nuevo León,El Fresno (El Caracol),0,3,2,1,0,0,1,3,1,190170615
Nuevo León,Loba Chica,0,10,1,0,0,0,1.73,5,0,190170620
Nuevo León,Ninguno,0,3,2,0,2,2,1.33,4,0,190170630
Nuevo León,El Pasaje (El Puente),0,1,2,3,5,4,1.33,5,0,190170631
Nuevo León,Reforma de Agua Blanca (Palo Gacho),0,4,4,0,0,0,0.78,4,0,190170636
Nuevo León,Salida a San Lucas (Virgilio Alejandro A.),0,0,0,1,4,3,1.13,2,1,190170639
Nuevo León,Cabañas Linares,0,3,1,0,5,0,1.08,4,0,190170644
Nuevo León,Las Palmas,1,4,1,0,1,0,1.13,1,2,190170648
Nuevo León,Morales,6,5,3,0,0,0,3.8,2,1,190170665
Nuevo León,La Junta,0,0,0,1,1,5,1.18,3,0,190170696
Nuevo León,Calabacillas,2,2,8,0,1,1,1,5,0,190170699
Nuevo León,Ninguno,0,0,0,0,4,7,0.83,5,0,190170700
Nuevo León,Venustiano Carranza (Lote Diecinueve),1,2,10,0,1,1,1.38,4,3,190170706
Nuevo León,Total del Municipio,2411,6040,12823,4821,34261,27006,1.16,36528,1161,190180000
Nuevo León,García,1791,4543,9847,3361,24919,12459,1.21,23116,748,190180001
Nuevo León,La Candelaria,42,70,45,10,72,12,1.36,96,3,190180004
Nuevo León,Los Cerritos,0,1,2,2,3,0,2,3,0,190180009
Nuevo León,Cristalosa,6,9,9,1,9,1,1.1,13,4,190180010
Nuevo León,Chupaderos del Indio,20,1,25,0,3,0,1.33,21,1,190180014
Nuevo León,Los Fierros,17,16,26,8,13,3,1.36,31,1,190180018
Nuevo León,La Gloria,14,30,9,14,32,30,0.89,54,0,190180021
Nuevo León,Icamole,4,30,26,4,8,5,1.16,33,2,190180024
Nuevo León,Valle de Lincoln,37,168,415,222,1574,1145,1.13,1541,66,190180025
Nuevo León,Maravillas y Anexas,12,26,23,7,13,3,1.16,28,7,190180026
Nuevo León,El Milagro,2,17,19,0,4,0,1.27,16,0,190180028
Nuevo León,Las Palomas,10,19,17,10,21,1,1.29,31,6,190180029
Nuevo León,Paso de Guadalupe y Mariposa,17,15,23,3,22,2,1.26,28,4,190180030
Nuevo León,Rinconada,12,50,42,10,112,41,1.04,108,5,190180033
Nuevo León,Sabanillas,11,29,26,3,8,1,1.67,32,5,190180036
Nuevo León,San Antonio de las Mitras,0,0,2,0,5,0,1.63,3,0,190180038
Nuevo León,San José,3,29,34,17,28,12,1.18,46,4,190180041
Nuevo León,Los Elotes (Villa de García),6,10,9,1,1,1,0.86,8,9,190180043
Nuevo León,La Soledad,0,11,6,0,5,0,1.3,4,6,190180044
Nuevo León,Rancho de Enmedio (Las Mitras),1,1,0,0,1,7,1,5,0,190180064
Nuevo León,San Isidro,14,21,8,4,33,10,1.33,33,1,190180081
Nuevo León,Los Cerritos (Nuevos Cerritos),24,31,57,10,42,19,1.3,70,6,190180101
Nuevo León,Parque Industrial Ciudad Mitras,143,375,1239,726,4649,3705,1.38,4840,100,190180105
Nuevo León,San Cristóbal (La Ventura),19,29,12,4,9,7,0.97,26,8,190180109
Nuevo León,Unión Emiliano Zapata,1,3,2,0,0,0,0.75,3,0,190180119
Nuevo León,El Fraile,24,41,32,10,28,9,1.27,45,22,190180126
Nuevo León,Las Palmas,1,6,3,0,1,0,1.67,4,1,190180140
Nuevo León,El Porvenir (Extensión Cerritos),1,3,2,0,2,0,0.64,3,2,190180175
Nuevo León,Garzas y Capellanía,4,1,2,1,0,0,0.9,3,1,190180177
Nuevo León,Ampliación Cerritos,3,3,0,1,1,1,0.77,3,2,190180184
Nuevo León,El Temporal,0,5,1,0,1,2,0.9,2,2,190180186
Nuevo León,Las Torres de Guadalupe,59,124,186,40,143,19,2.09,210,40,190180187
Nuevo León,La Esperanza,1,2,0,0,1,3,0.64,4,0,190180191
Nuevo León,El Rubio,1,3,4,0,1,0,1.13,3,0,190180192
Nuevo León,Julián Flores Medina,2,1,6,0,1,0,1.44,2,1,190180196
Nuevo León,El Detalle,0,2,3,0,1,0,1.14,3,1,190180199
Nuevo León,Nuevo Cerritos,3,4,5,3,8,4,1.22,6,1,190180201
Nuevo León,Sesteo de las Aves,0,11,5,0,5,0,1.27,6,0,190180203
Nuevo León,Lomas de García,7,16,39,9,48,20,1.51,50,6,190180207
Nuevo León,Ninguno,9,23,27,10,37,13,1.83,9,41,190180210
Nuevo León,Montana (Maravillas),1,3,7,1,1,0,1.29,6,0,190180211
Nuevo León,Villas del Poniente,39,131,277,232,1550,8956,0.81,5147,29,190180212
Nuevo León,Valle de San Felipe,13,25,93,24,210,79,1.32,188,2,190180218
Nuevo León,Campestre Fundadores,3,8,2,0,4,3,0.82,5,5,190180220
Nuevo León,La Ruina (Maravillas),5,3,1,0,3,1,0.94,4,2,190180226
Nuevo León,Los Parques,11,51,152,56,502,370,0.95,512,0,190180234
Nuevo León,Paraje San Francisco,5,22,37,14,109,45,0.99,93,11,190180235
Nuevo León,Total del Municipio,1763,4043,6902,2292,15146,55261,0.69,28045,368,190190000
Nuevo León,San Pedro Garza García,1762,4042,6901,2291,15146,55240,0.69,28040,368,190190001
Nuevo León,Total del Municipio,250,881,776,224,1013,719,0.85,1603,23,190200000
Nuevo León,General Bravo,155,536,475,168,781,614,0.83,1104,7,190200001
Nuevo León,Carta Blanca (El Negro),0,2,6,1,0,0,1.6,4,0,190200012
Nuevo León,General Tapia (Mariano Escobedo),21,110,116,20,69,30,0.97,152,0,190200025
Nuevo León,Chapotal,0,1,1,1,1,1,0.55,3,0,190200028
Nuevo León,Los Gutiérrez,0,4,3,0,1,0,0.83,4,0,190200052
Nuevo León,El Huizache,2,12,13,1,7,1,0.89,16,0,190200053
Nuevo León,Las Norias,0,6,1,0,1,1,0.82,5,0,190200073
Nuevo León,Peña Blanca,0,11,8,1,8,10,0.53,16,1,190200081
Nuevo León,Santa Ana (El Gato),0,2,5,0,1,1,0.69,4,2,190200120
Nuevo León,Santa Teresa de Jesús (El Amole),0,4,1,0,1,0,1,2,0,190200126
Nuevo León,Las Tres Caídas,10,20,6,5,11,3,0.85,23,0,190200133
Nuevo León,La Unión,0,5,1,2,1,0,2,3,2,190200136
Nuevo León,Teresa de Mier,1,4,4,0,2,0,0.85,5,0,190200153
Nuevo León,La Florida,2,7,1,0,1,0,0.93,4,0,190200174
Nuevo León,San Antonio del Banquete (El Banquete),1,2,2,0,4,1,0.71,7,0,190200178
Nuevo León,Conferín Arizpe,14,41,35,14,77,32,0.98,89,5,190200271
Nuevo León,El Potrillo,1,0,6,3,1,0,1.31,6,0,190200296
Nuevo León,Agua Fría,1,3,3,0,2,2,1,5,0,190200336
Nuevo León,Las Lajitas,1,3,0,0,0,0,0.67,3,0,190200369
Nuevo León,Esquina del Potrero,1,5,6,1,3,2,0.87,8,0,190200410
Nuevo León,La Curva,1,0,0,0,3,3,0.92,3,0,190200438
Nuevo León,Total del Municipio,6685,17256,33653,14094,76161,81596,1.02,84061,2946,190210000
Nuevo León,Ciudad General Escobedo,6461,16774,32792,13825,74972,81196,1.01,82752,2850,190210001
Nuevo León,La Cañada,0,1,5,0,0,3,0.85,4,0,190210004
Nuevo León,San Miguel de los Garza,12,34,70,21,45,15,1.29,72,6,190210026
Nuevo León,Regiomontano,2,2,2,0,2,0,3,2,1,190210065
Nuevo León,Ninguno,0,1,1,0,3,2,1,3,0,190210075
Nuevo León,Brecha PEMEX (San Juan),0,1,2,2,1,0,1.08,4,0,190210079
Nuevo León,Unión Agropecuarios Lázaro Cárdenas del Norte,90,137,198,44,192,57,1.14,262,43,190210126
Nuevo León,Monclova Primer Sector,58,150,250,81,358,66,1.51,356,19,190210137
Nuevo León,Monclova Segundo Sector,43,105,204,69,226,47,1.34,253,17,190210140
Nuevo León,Praderas de San Francisco,9,36,116,51,351,204,1,336,2,190210153
Nuevo León,San Miguel de los Garza,8,10,11,0,7,4,1.7,11,8,190210154
Nuevo León,Total del Municipio,512,2617,2445,437,2617,1866,0.92,4174,162,190220000
Nuevo León,Ciudad General Terán,171,788,962,174,1218,1282,0.84,1857,27,190220001
Nuevo León,El Álamo,2,4,3,0,3,1,1,6,0,190220004
Nuevo León,Ampliación de la Laguna,4,23,21,3,22,2,0.95,29,0,190220008
Nuevo León,Las Anacuas,8,35,21,4,28,6,0.92,43,1,190220010
Nuevo León,Las Anacuas,0,16,13,9,9,3,1.21,21,0,190220011
Nuevo León,Las Anacuitas,9,52,88,9,90,11,1.17,103,3,190220012
Nuevo León,El Balastre,1,3,6,0,2,0,1,6,0,190220018
Nuevo León,Las Brisas,12,67,36,7,40,13,0.96,67,8,190220025
Nuevo León,Buenavista de Jiménez,1,4,2,0,0,0,0.41,4,1,190220032
Nuevo León,California,11,77,67,18,53,29,1.02,99,6,190220035
Nuevo León,El Capiro (La Enramada),0,1,8,0,0,0,1.29,3,0,190220040
Nuevo León,La Corona (Camarillo),22,62,59,10,50,3,1.14,65,17,190220056
Nuevo León,La Corona,9,43,34,4,36,3,1.15,44,4,190220057
Nuevo León,Dolores,6,24,34,1,18,8,1.05,35,1,190220070
Nuevo León,Emiliano Zapata,2,13,12,1,4,0,1.41,12,0,190220075
Nuevo León,El Encadenado,0,8,5,0,7,2,0.91,9,0,190220076
Nuevo León,El Encadenado,2,12,15,1,10,2,0.98,12,4,190220077
Nuevo León,La Escondida,1,8,4,0,1,0,1,4,1,190220078
Nuevo León,El Espíritu,5,23,26,1,17,4,1.08,29,5,190220084
Nuevo León,Falcones,1,3,3,0,3,0,1.75,3,1,190220085
Nuevo León,La Florida,3,12,9,0,5,3,0.63,16,0,190220088
Nuevo León,La Granja,13,28,36,7,39,13,1.31,48,5,190220100
Nuevo León,El Granjenal,4,30,28,5,33,7,0.82,47,0,190220101
Nuevo León,Guadalupe,0,5,0,0,4,0,0.71,4,0,190220103
Nuevo León,Guadalupe la Joya,7,47,16,2,13,3,0.91,41,0,190220104
Nuevo León,La Laguna,4,29,40,6,30,16,0.94,52,2,190220114
Nuevo León,Los Lirios,0,8,2,1,0,0,0.8,4,0,190220120
Nuevo León,La Loma,1,1,1,0,2,2,1.44,3,0,190220124
Nuevo León,El Llano (San Rafael del Llano),1,37,55,3,55,49,0.94,85,0,190220127
Nuevo León,El Milagro,1,9,8,0,3,0,1.14,8,2,190220134
Nuevo León,El Mogollón,2,10,9,2,13,5,1.22,15,1,190220140
Nuevo León,Noche Buena,1,2,8,2,0,0,2,3,2,190220149
Nuevo León,Ojo de Agua,10,65,33,2,52,23,0.75,69,2,190220154
Nuevo León,Los Olmos (Los Olmitos),1,4,3,0,0,0,0.62,4,0,190220155
Nuevo León,Peñita,1,7,1,0,1,0,1.25,4,0,190220170
Nuevo León,El Pinolillo,2,10,12,0,14,4,1.4,12,2,190220173
Nuevo León,El Puertecito,2,6,4,1,7,0,1.33,7,0,190220183
Nuevo León,La Purísima,19,64,90,7,75,23,1.31,104,6,190220186
Nuevo León,La Purísima,2,14,6,0,5,1,1.09,11,0,190220187
Nuevo León,Ramírez,10,34,55,5,73,15,0.91,79,0,190220188
Nuevo León,Rancho Nuevo,0,4,1,0,1,1,1.29,2,1,190220193
Nuevo León,El Rincón,0,7,11,0,13,9,0.85,16,1,190220201
